Style Number,Shape,Carat Weight,Color,Clarity,Graded By,Cut Grade,Fluorescence,Culet,Depth,Table,Girdle,Polish,Symmetry,Measurements,Price
BN46-2_13198,Round,1.01,H,VVS2,GIA,Excellent,Faint,,61.20,61.00,Medium to Slightly Thick,Excellent,Excellent,6.43 x 6.47 x 3.95 mm,13537
U752-63_220,Round,1.40,D,VS2,GIA,Excellent,None,None,62.40,58.00,Medium to Slightly Thick,Excellent,Excellent,7.13 x 7.16 x 4.46 mm,27126
BHEM-357_105955,Round,2.12,K,VVS1,GIA,Excellent,Medium,,61.00,62.00,Medium to Slightly Thick,Excellent,Excellent,8.20 x 8.26 x 5.02 mm,27090
H3399_1159,Round,0.30,I,I1,IGI,Excellent,None,None,60.40,60.50,,Excellent,Excellent,4.31 x 4.34 x 2.61 mm,435
2007_75570,Round,0.56,G,VS2,GIA,Excellent,Strong,,62.20,57.00,Medium to Slightly Thick,Excellent,Excellent,5.23 x 5.27 x 3.26 mm,3075
H6786_1159,Round,0.30,J,SI2,IGI,Very Good,None,Medium,61.80,64.50,,Excellent,Good,4.2 x 4.25 x 2.62 mm,419
RR-2233_45495,Round,1.43,E,SI1,EGL,Excellent,None,,62.30,61.00,Slightly Thick to Slightly Thick,Excellent,Excellent,7.06 x 7.15 x 4.43 mm,13503
T654-1_220,Round,1.30,E,VS1,GIA,Excellent,None,None,62.20,59.00,Thin to Slightly Thick,Excellent,Excellent,6.93 x 6.97 x 4.32 mm,27431
BG846-2_220,Round,1.50,D,SI2,GIA,Excellent,None,None,60.10,59.00,Thin to Medium,Excellent,Excellent,7.45 x 7.48 x 4.48 mm,27225
USHZF013_DDPL,Round,0.51,H,VS2,GIA,Excellent,None,,59.70,61.00,,Excellent,Excellent,5.2 x 5.18 x 3.1 mm,3087
VSMGH068_DDPL,Round,1.51,E,SI1,GIA,Excellent,Medium,,61.90,59.00,,Excellent,Excellent,7.32 x 7.28 x 4.52 mm,27293
25481_66819,Round,1.92,D,SI1,EGL,Good,Faint,,63.90,61.00,Very Thin to Very Thick,Good,Good,7.59 x 7.74 x 4.90 mm,27230
25934_66819,Round,2.00,H,VS2,EGL,Ideal,Faint,,59.60,60.00,Very Thin to Slightly Thick,Excellent,Excellent,8.11 x 8.16 x 4.85 mm,27420
7116205_123443,Round,1.50,J,SI2,GIA,Excellent,None,,61.80,58.00,Medium to Slightly Thick,Excellent,Excellent,7.24 x 7.30 x 4.49 mm,13534
U-11253_89949,Round,0.50,E,VVS2,GIA,Excellent,None,,60.10,59.00,Medium to Slightly Thick,Excellent,Very Good,5.16 x 5.18 x 3.11 mm,3068
EK-7948_30893,Round,1.90,J,VS2,GIA,Excellent,Medium,,63.60,56.00,Medium to Slightly Thick,Excellent,Excellent,7.80 x 7.85 x 4.98 mm,27699
USLGU038_DDPL,Round,0.57,I,VVS2,GIA,Excellent,Faint,,61.50,60.00,,Excellent,Excellent,5.34 x 5.3 x 3.27 mm,3093
K121-269629_NVD,Round,0.60,H,VVS1,IGI,Excellent,None,POINTED,61.50,60.50,Medium to Slightly Thick,Excellent,Excellent,5.39x5.44x3.33 mm,3092
USLCY168_DDPL,Round,0.56,H,VS2,GIA,Excellent,Faint,,62.00,59.00,,Excellent,Excellent,5.29 x 5.26 x 3.27 mm,3079
1AT-577_80055,Round,1.72,H,SI2,GIA,Excellent,Faint,,62.30,59.00,Thin to Slightly Thick,Excellent,Excellent,7.64 x 7.68 x 4.77 mm,27142
N0235078_92506,Round,1.20,G,SI1,GIA,Excellent,Strong,,62.50,57.00,Medium to Slightly Thick,Excellent,Excellent,6.73 x 6.76 x 4.22 mm,8366
BN224-19_13198,Round,1.07,H,VS1,GIA,Excellent,None,,62.50,59.00,Slightly Thick to Slightly Thick,Excellent,Excellent,6.47 x 6.51 x 4.06 mm,13373
D6303_1159,Round,0.31,K,SI1,IGI,Excellent,None,None,60.20,57.50,,Excellent,Excellent,4.38 x 4.39 x 2.64 mm,442
45735_21413,Round,1.01,G,VS2,GIA,Fair,Medium,,60.50,64.00,Extr. Thin to Thick,Very Good,Good,6.48 x 6.63 x 1.01 mm,13332
E/8944_111413,Round,1.51,J,IF,GIA,Very Good,Strong,,58.10,64.00,Thin to Medium,Excellent,Very Good,7.59 x 7.63 x 4.42 mm,27268
ADH-04175_61524,Round,1.00,F,SI1,GIA,Good,None,,63.20,61.00,Slightly Thick to Thick,Excellent,Very Good,6.27 x 6.28 x 3.97 mm,8363
D7736_1159,Round,0.35,J,SI2,IGI,Excellent,None,None,62.40,53.50,,Excellent,Excellent,4.5 x 4.53 x 2.82 mm,432
6459_67813,Round,0.91,E,VVS2,GIA,Excellent,None,,60.20,60.00,Medium to Slightly Thick,Very Good,Excellent,6.26 x 6.29 x 3.78 mm,13271
LD23041183_NVD,Round,0.52,E,VS2,GIA,Excellent,None,NON,60.00,60.00,Slightly Thick to Slightly Thick,Excellent,Excellent,5.22x5.24x3.14 mm,3070
VTHK04248_DDPL,Round,0.50,F,VVS1,GIA,Very Good,None,,63.60,60.00,,Excellent,Excellent,4.97 x 4.94 x 3.15 mm,3089
RD01260_13865,Round,1.60,H,SI2,GIA,Excellent,,,60.10,60.00,Medium to Thick,Excellent,Excellent,7.57 x 7.58 x 4.55 mm,27211
RO221110319_NVD,Round,1.90,G,SI2,GIA,Excellent,None,,63.60,56.00,undefined to undefined,Excellent,Excellent,7.87x7.83x4.99 mm,27551
VSMJD233_DDPL,Round,1.01,G,SI2,GIA,Very Good,Faint,,63.90,60.00,,Very Good,Very Good,6.29 x 6.22 x 3.99 mm,8389
J10599_1159,Round,0.30,H,I1,IGI,Very Good,None,None,61.00,56.50,,Excellent,Very Good,4.27 x 4.3 x 2.61 mm,383
RB2902_66507,Round,1.71,J,VVS1,GIA,Excellent,None,,62.40,57.00,Medium to Slightly Thick,Excellent,Excellent,7.64 x 7.65 x 4.77 mm,27369
VTHK04120_DDPL,Round,0.50,F,VVS1,GIA,Very Good,None,,63.70,58.00,,Very Good,Very Good,4.99 x 4.94 x 3.17 mm,3089
AF1-11_220,Round,0.54,H,IF,GIA,Very Good,None,Very Small,60.00,61.00,Very Thin to Thin,Excellent,Very Good,5.32 x 5.37 x 3.2 mm,3087
26026_66819,Round,1.50,H,VS2,EGL,Very Good,Faint,,63.90,58.00,Very Thin to Thick,Excellent,Very Good,7.04 x 7.13 x 4.53 mm,13475
EK-8138_30893,Round,1.80,F,SI2,GIA,Excellent,None,,62.60,56.00,Medium to Slightly Thick,Excellent,Excellent,7.72 x 7.75 x 4.84 mm,27780
207069_116297,Round,2.03,J,VS2,GIA,Excellent,None,,61.90,60.00,Slightly Thick to Slightly Thick,Excellent,Excellent,8.06 x 8.09 x 5.00 mm,27545
ADH-04066_61524,Round,1.00,F,VS2,GIA,Good,Faint,,63.70,59.00,Slightly Thick to Thick,Excellent,Very Good,6.24 x 6.30 x 3.99 mm,8340
RG152755_8935,Round,0.30,I,SI2,GIA,Good,None,None,62.50,58.00,Slightly Thick to Very Thick,Very Good,Fair,4.23 x 4.24 x 2.65 mm,428
10512_20425,Round,1.50,E,SI1,GIA,Excellent,Faint,,62.80,57.00,Medium to Slightly Thick,Excellent,Excellent,7.25 x 7.28 x 4.56 mm,27270
01713914871_71234,Round,1.45,D,VS1,GIA,Excellent,None,,62.50,58.00,Slightly Thick to Slightly Thick,Excellent,Excellent,7.18 x 7.23 x 4.51 mm,27142
D7806_1159,Round,0.30,J,SI1,IGI,Very Good,None,None,57.70,66.00,,Very Good,Very Good,4.35 x 4.38 x 2.52 mm,474
AI9621_15646,Round,1.21,G,SI1,GIA,Excellent,None,,61.30,60.00,Medium to Slightly Thick,Excellent,Excellent,6.86 x 6.88 x 4.22 mm,13304
RG184163_NVD,Round,0.53,G,VS1,GIA,Excellent,None,,62.30,57.00,MED - STK to MED - STK,Excellent,Excellent,5.16x5.18x3.22 mm,3078
021860_7971,Round,1.55,G,VVS1,GIA,Excellent,Strong,,61.80,54.00,Thin to Medium,Excellent,Very Good,7.47 x 7.49 x 4.62 mm,27814
I93-69A_NVD,Round,0.80,G,VVS1,GIA,Excellent,None,,62.10,57.00,MED - STK to MED - STK,Excellent,Excellent,5.91x5.94x3.68 mm,8363
J8430_1159,Round,0.30,F,I1,IGI,Good,None,None,68.10,61.50,,Very Good,Very Good,4.06 x 4.08 x 2.77 mm,433
410F-46-A_NVD,Round,0.90,H,VVS1,GIA,Excellent,None,NON,60.80,59.00,MED STK to MED STK,Excellent,Very Good,6.22x6.17x3.77 mm,8427
VSMIB126_DDPL,Round,1.40,J,VS1,GIA,Excellent,Strong,,61.40,60.00,,Excellent,Excellent,7.14 x 7.11 x 4.37 mm,13430
012614_113702,Round,1.01,J,SI1,GIA,Excellent,None,,59.40,60.00,Thin to Medium,Excellent,Excellent,6.53 x 6.54 x 3.88 mm,8343
J320-267426_NVD,Round,1.01,I,SI1,GIA,Excellent,None,NON,62.20,56.00,MED-STK to MED-STK,Excellent,Excellent,6.45x6.4x3.99 mm,8363
VSMOF124_DDPL,Round,0.90,I,VVS1,GIA,Excellent,None,,62.50,57.00,,Very Good,Very Good,6.14 x 6.11 x 3.83 mm,8335
BN90-8_13198,Round,1.51,H,VVS2,GIA,Excellent,Faint,,61.30,60.00,Medium to Slightly Thick,Excellent,Excellent,7.37 x 7.42 x 4.53 mm,27132
D5785_1159,Round,0.30,K,SI1,IGI,Excellent,None,None,63.40,56.50,,Excellent,Very Good,4.23 x 4.27 x 2.7 mm,392
RD100-2039_54505,Round,1.09,D,VS1,EGL,Excellent,Faint,,61.00,55.00,,Excellent,Excellent,6.69x6.65x4.07 mm,13467
D6967_1159,Round,0.30,K,VS2,IGI,Very Good,None,None,62.70,56.50,,Excellent,Excellent,4.24 x 4.27 x 2.67 mm,457
RM556_67694,Round,1.23,F,VVS1,GIA,Excellent,Faint,None Pointed,60.20,59.00,Thin to Slightly Thick,Excellent,Excellent,6.93 x 6.96 x 4.18 mm,27804
204104_116297,Round,2.00,J,VS2,GIA,Excellent,None,,62.40,58.00,Slightly Thick to Slightly Thick,Excellent,Excellent,7.97 x 8.02 x 4.99 mm,27768
J11380_1159,Round,0.30,K,SI1,IGI,Fair,None,None,59.90,63.50,,Excellent,Good,4.19 x 4.22 x 2.52 mm,380
92152_308,Round,1.20,D,VVS1,GIA,Excellent,Faint,None,61.30,59.00,Medium to Slightly Thick,Excellent,Excellent,6.86 x 6.83 x 4.2 mm,27086
I86-85A_NVD,Round,0.55,H,VVS1,GIA,Excellent,None,,62.70,58.00,MED - STK to MED - STK,Excellent,Excellent,5.21x5.25x3.28 mm,3087
J8774_1159,Round,0.30,J,SI1,IGI,Fair,None,None,71.70,57.50,,Very Good,Good,3.98 x 4.02 x 2.86 mm,455
J10994_1159,Round,0.30,I,I1,IGI,Very Good,None,None,63.10,58.00,,Excellent,Very Good,4.24 x 4.25 x 2.68 mm,407
A1169_45146,Round,1.00,H,VS2,GIA,Excellent,Faint,,62.50,58.00,Slightly Thick to Slightly Thick,Excellent,Very Good,6.31 x 6.38 x 3.96 mm,13311
VSMKO080_DDPL,Round,1.01,G,VS2,GIA,Excellent,Medium,,61.50,61.00,,Excellent,Excellent,6.46 x 6.41 x 3.96 mm,13388
CFE-205_13198,Round,1.13,G,VS2,GIA,Excellent,None,,60.90,57.00,Thin to Medium,Very Good,Very Good,6.74 x 6.81 x 4.12 mm,13379
GD3142_48037,Round,1.22,J,SI2,GIA,Good,None,,61.30,63.00,Medium to Slightly Thick,Very Good,Good,6.79 x 6.82 x 4.17 mm,8343
Q268-23A_220,Round,1.31,I,SI1,GIA,Excellent,None,Very Small,60.70,59.00,,Excellent,Excellent,7.05 x 7.05 x 4.28 mm,13279
E44130-10_42875,Round,0.64,I,VS2,GIA,Excellent,None,,58.80,59.00,Thin to Medium,Excellent,Excellent,5.63 x 5.67 x 3.33 mm,3086
P707-2_220,Round,1.26,E,VS1,GIA,Excellent,None,None,62.40,58.00,Medium to Slightly Thick,Excellent,Excellent,6.88 x 6.91 x 4.3 mm,27159
N6013525A_92506,Round,0.72,J,VVS2,GIA,Excellent,None,,61.30,55.00,Medium to Medium,Excellent,Excellent,5.79 x 5.81 x 3.56 mm,3091
AJY-07377_61524,Round,1.11,I,VS1,EGL,Excellent,Faint,,62.50,56.00,Thin to Medium,Excellent,Excellent,6.59 x 6.63 x 4.13 mm,8365
D3451_1159,Round,0.30,J,SI2,IGI,Excellent,None,None,60.60,60.00,,Very Good,Very Good,4.29 x 4.3 x 2.6 mm,435
E07-19047_11811,Round,1.21,D,SI2,IGI,Excellent,None,,61.50,59.00,Medium to Slightly Thick,Excellent,Excellent,6.79 x 6.83 x 4.19 mm,13513
KRD668-18_35190,Round,1.13,G,VS2,GIA,Excellent,None,,62.40,56.00,,Excellent,Excellent,6.63 x 6.66 x 4.15 mm,13379
RD50251_24044,Round,1.00,H,SI2,GIA,Excellent,Medium,,61.50,57.00,Medium to Slightly Thick,Very Good,Very Good,6.40 x 6.43 x 3.95 mm,8355
I84-49A_NVD,Round,0.62,H,VS2,GIA,Excellent,None,,59.60,59.00,MED - STK to MED - STK,Excellent,Excellent,5.54x5.56x3.31 mm,3082
RG186187_NVD,Round,0.62,I,VVS2,GIA,Excellent,None,,62.00,58.00,null to null,Excellent,Excellent,5.43x5.46x3.37 mm,3073
9454_3175,Round,0.63,D,VVS1,GIA,Excellent,None,,61.80,58.00,Medium to Slightly Thick,Excellent,Excellent,5.46 x 5.47 x 3.38 mm,8434
LD22049858_NVD,Round,2.00,F,SI2,GIA,Very Good,None,NON,64.10,56.00,Thick to Thick,Very Good,Excellent,7.86x7.91x5.06 mm,27444
N0220285_32457,Round,1.20,H,VVS1,GIA,Excellent,Medium,,61.50,62.00,Medium to Slightly Thick,Excellent,Excellent,6.79 x 6.83 x 4.18 mm,13356
268I-20-A_NVD,Round,0.83,E,VVS1,GIA,Excellent,None,,62.40,57.00,Medium to Medium,Excellent,Excellent,6.03x6.0x3.75 mm,13309
BG393-3A_13198,Round,1.10,G,I1,GIA,Excellent,Faint,,62.40,58.00,Medium to Slightly Thick,Very Good,Excellent,6.58 x 6.60 x 4.11 mm,8374
VSMCF195_DDPL,Round,1.01,E,VS1,GIA,Very Good,Medium,,63.60,58.00,,Excellent,Very Good,6.31 x 6.25 x 3.99 mm,13438
624-110_48623,Round,1.01,D,VS2,GIA,Excellent,Medium,,62.30,58.00,Thin to Slightly Thick,Excellent,Excellent,6.41 x 6.43 x 4.00 mm,13373
H8009_1159,Round,0.30,I,I1,IGI,Very Good,None,None,63.90,54.00,,Excellent,Very Good,4.22 x 4.24 x 2.7 mm,400
M7430_91868,Round,1.00,F,SI2,GIA,Excellent,Faint,,61.60,56.00,Medium to Slightly Thick,Excellent,Excellent,6.43 x 6.47 x 3.97 mm,8375
N0236955_32457,Round,1.51,F,SI2,GIA,Excellent,None,,62.00,56.00,Medium to Slightly Thick,Excellent,Excellent,7.31 x 7.34 x 4.54 mm,13513
VGBAH057_DDPL,Round,1.01,F,VS1,GIA,Excellent,Strong,,62.20,60.00,,Excellent,Excellent,6.45 x 6.4 x 4 mm,13487
USHRB127_DDPL,Round,0.50,E,VS1,GIA,Excellent,Faint,,60.20,61.00,,Excellent,Excellent,5.13 x 5.1 x 3.08 mm,3084
VSMMK122_DDPL,Round,1.20,H,SI1,GIA,Excellent,Strong,,62.80,58.00,,Excellent,Excellent,6.79 x 6.75 x 4.25 mm,13280
CRL-374_45495,Round,2.59,I,SI1,EGL,Excellent,Faint,,62.20,60.00,Slightly Thick to Slightly Thick,Excellent,Excellent,8.74 x 8.79 x 5.45 mm,27117
869823_NVD,Round,0.70,E,I1,GIA,Very Good,None,,60.70,59.00,MED - THK to MED - THK,Very Good,Very Good,5.7x5.65x3.44 mm,3069
LD23040852_NVD,Round,0.50,G,VVS1,GIA,Excellent,Faint,NON,62.60,56.00,,Excellent,Excellent,5.07x5.08x3.18 mm,3083
117C-8-A_NVD,Round,1.30,I,VS2,GIA,Excellent,None,NON,63.30,57.00,MED - STK to MED - STK,Excellent,Excellent,6.96x6.9x4.39 mm,13317
67158_50476,Round,2.00,F,SI2,GIA,Very Good,Faint,,62.80,59.00,Slightly Thick to Thick,Excellent,Very Good,7.91 x 7.98 x 4.99 mm,27783
R3625_1159,Round,0.30,K,SI2,GIA,Fair,Medium,None,66.30,59.00,,Excellent,Good,4.03 x 4.11 x 2.7 mm,356
U50-201A_NVD,Round,0.50,F,VVS1,GIA,Very Good,None,,64.50,57.00,STK - THK to STK - THK,Excellent,Very Good,4.91x4.97x3.19 mm,3071
N0251637_32457,Round,1.07,G,VS1,GIA,Excellent,None,,62.30,57.00,Slightly Thick to Slightly Thick,Excellent,Excellent,6.49 x 6.52 x 4.05 mm,13294
H7171_NVD,Round,0.30,K,I1,IGI,Excellent,Faint,POINTED,63.20,58.00,undefined to undefined,Very Good,Excellent,4.25x4.27x2.69 mm,459
U7-104A_NVD,Round,0.38,D,IF,GIA,Excellent,None,,62.70,58.00,MED - STK to MED - STK,Excellent,Excellent,4.61x4.65x2.9 mm,3073
J583-261414_NVD,Round,0.45,D,VVS1,GIA,Excellent,None,NON,62.90,57.00,MED-STK to MED-STK,Excellent,Excellent,4.91x4.87x3.08 mm,3094
90693_SENT,Round,0.18,J,VVS1,GIA,Excellent,Faint,NONE,60.10,58.00,Thin to Medium,Excellent,Excellent,3.72 x 3.7 x 2.23 mm,474
K161-277582_NVD,Round,0.90,H,VS1,GIA,Excellent,None,NON,63.40,57.00,MED-STK to MED-STK,Excellent,Excellent,6.16x6.11x3.89 mm,7992
CC2663_96594,Princess,0.54,D,VS2,GIA,Excellent,None,,77.80,80.00,,Very Good,Good,4.36 x 4.25 x 3.31 mm,2057
R21S3979_68119,Princess,0.33,E,SI1,GIA,Excellent,None,,66.50,77.00,Medium to Medium,Very Good,Good,4.04 x 3.96 x 2.64 mm,915
BT80064_23617,Princess,0.50,F,SI2,IGI,Excellent,Strong,,81.60,82.00,,Good,Fair,4.09 x 4.07 x 3.32 mm,1238
66595_21413,Princess,0.69,G,SI1,GIA,Excellent,None,,81.90,,Medium to Extr. Thick,Very Good,Good,4.84 x 4.30 x 3.52 mm,2220
66373_32541,Princess,0.63,H,VS2,GIA,Excellent,Medium,,72.70,74.00,Extr. Thin to Extr. Thick,Good,Good,4.67 x 4.62 x 3.36 mm,1684
VSD298_56539,Princess,0.53,K,I1,GIA,Excellent,None,,77.90,74.00,Slightly Thick to Very Thick,Very Good,Very Good,4.34 x 4.32 x 3.37 mm,1158
JR-89_45146,Princess,0.51,F,VS1,GIA,Excellent,Medium,,81.00,66.00,Thin to Extr. Thick,Good,Fair,4.25 x 4.16 x 3.37 mm,2154
BG476-146_13198,Princess,0.45,H,I1,GIA,Excellent,None,,76.00,76.00,Extr. Thin to Extr. Thick,Good,Fair,4.12 x 3.89 x 2.95 mm,802
57064_99192,Princess,0.54,I,SI2,GIA,Excellent,None,,77.10,68.00,Thick to Very Thick,Very Good,Good,4.44 x 4.34 x 3.35 mm,1064
GIA 7741_12794,Princess,0.50,E,SI1,GIA,Excellent,None,,75.10,68.00,Thick to Extr. Thick,Excellent,Good,4.28 x 4.15 x 3.12 mm,1686
15522_53966,Princess,0.49,D,SI1,GIA,Excellent,None,,73.80,75.00,Slightly Thick to Thick,Very Good,Good,4.50 x 4.36 x 3.22 mm,1507
#2122_111413,Princess,0.47,D,VS2,GIA,Excellent,None,,71.80,82.00,Thick to Very Thick,Good,Good,4.38 x 4.22 x 3.03 mm,1759
199_42633,Princess,0.48,F,I1,EGL,Very Good,,,,,,Very Good,Very Good,4.70 x 4.00 x 3.00 mm,1194
PR-17655_30838,Princess,0.50,D,SI1,GIA,Excellent,None,,75.80,80.00,Medium to Very Thick,Good,Fair,4.36 x 4.20 x 3.18 mm,1615
GIA 22812_12794,Princess,0.50,E,VVS2,GIA,Excellent,Faint,,73.90,71.00,Thick to Very Thick,Excellent,Very Good,4.26 x 4.15 x 3.07 mm,2206
E45466-05_42875,Princess,0.51,F,SI1,GIA,Excellent,None,,72.30,71.00,Thick to Very Thick,Excellent,Very Good,4.32 x 4.31 x 3.12 mm,1791
BN-5887_68771,Princess,0.90,K,VS1,IGI,Excellent,None,,79.20,68.00,Medium to Medium,Very Good,Good,5.16 x 4.90 x 3.88 mm,2450
C31534AA_116297,Princess,0.50,J,IF,GIA,Excellent,None,,78.00,72.00,Thick to Very Thick,Excellent,Very Good,4.34 x 4.18 x 3.26 mm,1298
00071_80451,Princess,0.58,H,VVS2,GIA,Excellent,None,,81.50,80.00,Thin to Extr. Thick,Good,Good,4.66 x 4.21 x 3.43 mm,2051
E44012-02_42875,Princess,0.50,I,VS1,GIA,Excellent,Strong,,74.10,72.00,Thick to Very Thick,Very Good,Very Good,4.23 x 4.19 x 3.11 mm,1966
GD3646_48037,Princess,0.63,H,SI3,EGL,Excellent,None,,80.00,68.00,Thick to Very Thick,Good,Good,4.66 x 4.35 x 3.48 mm,1746
BG715-1_13198,Princess,0.41,J,VVS1,GIA,Excellent,None,,70.50,74.00,Thick to Very Thick,Good,Good,4.14 x 4.09 x 2.88 mm,1165
23860_29708,Princess,0.61,J,VS2,GIA,Excellent,None,None Pointed,74.30,70.00,Medium to Very Thick,Very Good,Very Good,4.58 x 4.52 x 3.36 mm,1811
S7614_77451,Princess,0.58,J,VVS2,GIA,Excellent,None,,77.20,81.00,Medium to Thick,Good,Good,4.48 x 4.41 x 3.40 mm,1680
8526_117908,Princess,0.30,I,VS1,GIA,Excellent,None,,77.90,70.00,Thick to Extr. Thick,Excellent,Very Good,3.50 x 3.47 x 2.71 mm,832
BG476-316_13198,Princess,0.31,D,I1,GIA,Excellent,Strong,,76.20,85.00,Very Thick to Extr. Thick,Good,Fair,3.73 x 3.52 x 2.68 mm,652
21366_61592,Princess,0.41,I,VVS2,GIA,Excellent,None,,74.30,70.00,Thin to Very Thick,Excellent,Very Good,4.07 x 3.99 x 2.96 mm,1179
GIA 22813_12794,Princess,0.50,E,VS2,GIA,Excellent,None,,73.00,75.00,Thick to Very Thick,Excellent,Good,4.34 x 4.31 x 3.15 mm,1937
204108_55110,Princess,0.56,H,VS1,GIA,Excellent,Faint,,73.80,75.00,Slightly Thick to Thick,Good,Good,4.89 x 4.26 x 3.14 mm,2448
N0246387_32457,Princess,0.73,E,SI2,GIA,Excellent,None,,73.00,77.00,Slightly Thick to Thick,Excellent,Very Good,5.05 x 4.94 x 3.60 mm,1583
E43549-01_42875,Princess,0.61,E,I1,GIA,Excellent,None,,77.90,78.00,Medium to Very Thick,Good,Good,4.54 x 4.54 x 3.54 mm,1898
22424_116297,Princess,0.71,H,I1,GIA,Excellent,Faint,,72.50,82.00,Thin to Extr. Thick,Very Good,Good,4.95 x 4.73 x 3.43 mm,1637
8314_84320,Princess,0.34,I,VS1,GIA,Excellent,None,,74.40,73.00,Slightly Thick to Thick,Very Good,Very Good,3.81 x 3.75 x 2.79 mm,1437
GIA 22820_12794,Princess,0.49,G,VS2,GIA,Excellent,None,,71.90,72.00,Medium to Very Thick,Very Good,Good,4.29 x 4.22 x 3.03 mm,1657
209065_116297,Princess,0.50,F,VVS2,GIA,Excellent,None,,73.00,75.00,Thick to Thick,Excellent,Very Good,4.29 x 4.24 x 3.10 mm,1771
GXD6100FH_12098,Princess,0.52,F,VS2,GIA,Excellent,None,,73.30,77.00,,Good,Good,4.73 x 4.28 x 3.14 mm,1877
0172_31501,Princess,0.45,K,SI1,GIA,Excellent,Medium,,57.10,76.00,Thin to Slightly Thick,Very Good,Good,4.92 x 4.35 x 2.48 mm,724
ECX1046_110308,Princess,0.50,H,VS1,GIA,Excellent,None,,73.90,72.00,Slightly Thick to Thick,Excellent,Very Good,4.26 x 4.25 x 3.14 mm,2414
29990_43225,Princess,0.31,E,VS2,GIA,Excellent,None,,69.00,69.00,Medium to Thick,Very Good,Good,3.86 x 3.74 x 2.58 mm,923
C411-B_42633,Princess,0.22,G,VS1,EGL,Excellent,,,,,,Very Good,Excellent,3.30 x 3.25 x 2.35 mm,689
59329_20996,Princess,0.42,G,VVS1,GIA,Excellent,None,,73.30,73.00,Medium to Medium,Excellent,Very Good,4.13 x 4.08 x 2.99 mm,1568
S5761_77451,Princess,0.52,F,SI2,GIA,Excellent,None,,71.50,66.00,Thin to Very Thick,Very Good,Fair,4.66 x 4.19 x 2.99 mm,1622
GIA 21316_12794,Princess,0.51,E,VS1,GIA,Excellent,None,,72.30,71.00,Slightly Thick to Thick,Very Good,Good,4.36 x 4.35 x 3.14 mm,2407
BN-5995_68771,Princess,0.60,D,SI1,IGI,Excellent,None,,76.30,73.00,Thin to Medium,Very Good,Very Good,4.57 x 4.38 x 3.34 mm,1671
N0069718AA_92506,Princess,0.78,J,VVS2,GIA,Excellent,Faint,,73.50,65.00,Slightly Thick to Thick,Excellent,Very Good,4.94 x 4.93 x 3.62 mm,2142
30082_24321,Princess,0.56,J,IF,GIA,Excellent,None,,66.00,70.00,Slightly Thick to Slightly Thick,Excellent,Excellent,4.72 x 4.67 x 3.08 mm,1524
30022_43225,Princess,0.50,D,VS1,GIA,Excellent,Faint,,74.80,74.00,Very Thick to Very Thick,Excellent,Good,4.24 x 4.23 x 3.16 mm,2251
23866_29708,Princess,0.62,I,VS2,GIA,Excellent,Faint,None Pointed,68.00,72.00,Slightly Thick to Thick,Excellent,Very Good,4.82 x 4.78 x 3.25 mm,2254
BM66-2_13198,Princess,0.55,H,VVS1,GIA,Excellent,None,,69.90,73.00,Thick to Thick,Very Good,Very Good,4.61 x 4.52 x 3.16 mm,2147
23896_29708,Princess,0.31,I,VVS2,GIA,Excellent,None,None Pointed,67.20,72.00,Very Thin to Thick,Excellent,Very Good,3.85 x 3.80 x 2.55 mm,806
GIA 21819_12794,Princess,0.36,D,SI1,GIA,Excellent,None,,72.70,69.00,Slightly Thick to Thick,Excellent,Very Good,3.84 x 3.83 x 2.78 mm,1294
E45055-45_42875,Princess,0.63,J,VS1,GIA,Excellent,Strong,,74.00,72.00,Medium to Slightly Thick,Very Good,Very Good,4.67 x 4.66 x 3.45 mm,2241
25854_29708,Princess,0.32,D,VS2,GIA,Excellent,Faint,None Pointed,68.20,70.00,Thick to Very Thick,Very Good,Very Good,3.81 x 3.81 x 2.60 mm,944
KK210927_34292,Princess,0.65,I,VVS1,GIA,Excellent,None,,75.50,70.00,Thick to Thick,Excellent,Excellent,4.62 x 4.60 x 3.47 mm,2067
BN0004628_92506,Princess,0.72,E,SI1,GIA,Excellent,Medium,,72.50,72.00,Medium to Slightly Thick,Excellent,Very Good,5.02 x 4.86 x 3.53 mm,1906
E45466-07_42875,Princess,0.60,E,SI2,GIA,Excellent,None,,74.30,72.00,Thick to Very Thick,Excellent,Very Good,4.55 x 4.52 x 3.36 mm,2030
27009_61592,Princess,0.31,G,VVS1,GIA,Excellent,None,,74.20,72.00,Thick to Thick,Excellent,Good,3.79 x 3.62 x 2.69 mm,1038
SC11AW043_96548,Princess,0.52,E,I1,GIA,Excellent,None,,68.20,77.00,Extr. Thin to Extr. Thick,Very Good,Very Good,4.55 x 4.45 x 3.03 mm,1506
27021_61592,Princess,0.31,E,VS1,GIA,Excellent,None,,67.80,71.00,Slightly Thick to Slightly Thick,Excellent,Very Good,3.97 x 3.79 x 2.57 mm,1007
AI210502_34292,Princess,0.49,F,VVS2,GIA,Excellent,Medium,,79.50,70.00,Very Thick to Very Thick,Good,Good,4.21 x 4.04 x 3.21 mm,1340
25914_29708,Princess,0.51,E,VVS1,GIA,Excellent,Faint,None Pointed,67.70,71.00,Thick to Thick,Excellent,Very Good,4.48 x 4.42 x 2.99 mm,2164
